trade_date,underlying_code,direction,entry_time,etf_close,etf_volume_15m,market_iv,iv_rank_252,etf_volume_ratio,signal_strength,position_pct,daily_direction,daily_allowed_direction,daily_ref_date,daily_ref_close,daily_ref_ma5,daily_ref_ma10,daily_ref_ma20,daily_ref_ma5_slope,daily_ref_ma10_slope,daily_ref_ma20_slope,daily_ref_ma_cluster,daily_ref_volume_ratio20,option_code,contract_id,contract_symbol,entry_price,first_entry_price,first_position_pct,add_time,add_price,add_position_pct,opening_confirm_pass,opening_high,opening_low,opening_amp,long_exhaustion_score,long_exhaustion_action,long_exhaustion_price,long_exhaustion_2d_return,breakout_time,breakout_volume,breakout_vol_ratio,stand_count,entry_option_volume_15m,cum_volume,option_trend_strength,dte,delta,implied_volatility,edge_dte_candidate,dte_position_factor,exit_time,exit_price_1,exit_price_2,return,exit_reason,exit_legs,tp1_time,high_water,strategy_leg,signal_time,etf_intraday_volume_progress_ratio,fallback_progress_min,late_trend_acceleration,strong_volume_min,cluster_acceleration_exemption,cluster_exemption_direction,cluster_exemption_volume_mult,high_iv_crash_put,etf_vol_threshold,etf_close_pos,risk_flags,daily_ref_upper_shadow_ratio,daily_ref_lower_shadow_ratio,signal_option_price,entry_price_source,high_iv_crash_put_candidate,selection_score,selection_liquidity_score,selection_delta_score,selection_trend_score,selection_dte_score,selection_iv_score,trailing_stop,volume15,volume15_to_prior5_daily,etf_intraday_return,future_gain_eod,day_max_gain_from_open
2024-07-22,588000,put,2024-07-22 09:45:00,,,,0.0,,normal_put_reversal_0945,0.2,,,,,,,,,,,,,10007519,588000P_REV_10007519,科创50沽8月800,0.0323,,,,,,,,,,,,,,,,,,,,,0,-0.535,0.31,,,2024-07-22 14:55:00,0.0361,0.0361,0.11764705882352944,eod,1.0@0.036100,,,put_reversal_0945,,,,,,,,,,,,,,,,,,,,,,,,,3009.0,7.8752655095123e-05,0.0076530612244898,0.2044025157232702,0.0698324022346368
2024-07-25,588000,put,2024-07-25 09:45:00,,,,0.0,,normal_put_reversal_0945,0.2,,,,,,,,,,,,,10006795,588000P_REV_10006795,科创50沽9月750,0.0354,,,,,,,,,,,,,,,,,,,,,0,-0.469,0.28,,,2024-07-25 11:19:00,0.029027999999999998,0.029027999999999998,-0.18000000000000005,soft_stop,1.0@0.029028,,,put_reversal_0945,,,,,,,,,,,,,,,,,,,,,,,,,1250.0,5.204817305749389e-05,0.0053835800807537,0.0439560439560438,0.053763440860215
2024-08-05,588000,put,2024-08-05 09:45:00,,,,0.0,,normal_put_reversal_0945,0.2,,,,,,,,,,,,,10007206,588000P_REV_10007206,科创50沽12月750,0.0418,,,,,,,,,,,,,,,,,,,,,0,-0.471,0.31,,,2024-08-05 14:55:00,0.05643,0.0593,0.38433014354066997,tp1_eod,0.5@0.056430;0.5@0.059300,2024-08-05 13:34:00,,put_reversal_0945,,,,,,,,,,,,,,,,,,,,,,,,,1052.0,9.678831706866388e-05,0.0092592592592593,0.4170616113744074,0.328888888888889
2024-08-15,588000,put,2024-08-15 09:45:00,,,,0.0,,normal_put_reversal_0945,0.2,,,,,,,,,,,,,10006795,588000P_REV_10006795,科创50沽9月750,0.032,,,,,,,,,,,,,,,,,,,,,0,-0.51,0.263,,,2024-08-15 10:20:00,0.02624,0.02624,-0.18000000000000005,soft_stop,1.0@0.026240,,,put_reversal_0945,,,,,,,,,,,,,,,,,,,,,,,,,2135.0,8.281850929988242e-05,0.005449591280654,0.0385852090032154,0.0414201183431954
2024-09-12,588000,put,2024-09-12 09:45:00,,,,0.0,,normal_put_reversal_0945,0.2,,,,,,,,,,,,,10007205,588000P_REV_10007205,科创50沽12月700,0.0385,,,,,,,,,,,,,,,,,,,,,0,-0.484,0.294,,,2024-09-12 14:55:00,0.046,0.046,0.19480519480519476,eod,1.0@0.046000,,,put_reversal_0945,,,,,,,,,,,,,,,,,,,,,,,,,2112.0,0.0001366978824565,0.007173601147776,0.2005208333333334,0.1081730769230771
2024-09-13,588000,put,2024-09-13 09:45:00,,,,0.0,,normal_put_reversal_0945,0.2,,,,,,,,,,,,,10007205,588000P_REV_10007205,科创50沽12月700,0.0433,,,,,,,,,,,,,,,,,,,,,0,-0.507,0.308,,,2024-09-13 14:55:00,0.0512,0.0512,0.18244803695150136,eod,1.0@0.051200,,,put_reversal_0945,,,,,,,,,,,,,,,,,,,,,,,,,2805.0,0.0001570945617861,0.0058055152394775,0.1898148148148148,0.1222707423580786
2024-09-20,588000,put,2024-09-20 10:00:00,0.676,2705920.0,0.219,0.1709006928406467,2.0907718514138933,strong_position_scaled,0.5,put,put,2024-09-19,0.683,0.6858000000000001,0.6914,0.7029,-0.0017999999999999,-0.0024999999999999,-0.0022499999999999,0.0250366032210833,1.2728512989998582,10007776,588000P2410M00700,科创50沽10月700,0.0371,,,,,,,,,,,,,,,,,,1420.0,2775.0,0.0871090557537823,33,-0.628,0.265,,,2024-09-20 14:55:00,0.0329,0.0329,-0.1132075471698114,eod,1.0@0.032900,,0.0383,strong_15m_fallback,2024-09-20 10:00:00,1.2314448472630732,1.15,True,1.8,False,put,3.0,False,1.2,0.0,position_2.5x,0.4117647058823491,0.4117647058823556,0.0371,signal_bar_close,False,0.7516666666666667,1.0,0.1466666666666666,1.0,0.65,1.0,,,,,,
2024-09-25,588000,put,2024-09-25 09:45:00,,,,0.0,,normal_put_reversal_0945,0.2,,,,,,,,,,,,,10007205,588000P_REV_10007205,科创50沽12月700,0.0335,,,,,,,,,,,,,,,,,,,,,0,-0.451,0.304,,,2024-09-25 14:55:00,0.0396,0.0396,0.18208955223880596,eod,1.0@0.039600,,,put_reversal_0945,,,,,,,,,,,,,,,,,,,,,,,,,2566.0,5.9258296921349955e-05,0.0084985835694051,0.2383900928792568,0.1235955056179776
2024-10-21,588000,put,2024-10-21 09:45:00,,,,0.0,,normal_put_reversal_0945,0.2,,,,,,,,,,,,,10008114,588000P_REV_10008114,科创50沽10月1050,0.0483,,,,,,,,,,,,,,,,,,,,,0,-0.483,1.105,,,2024-10-21 10:33:00,0.039606,0.039606,-0.18000000000000005,soft_stop,1.0@0.039606,,,put_reversal_0945,,,,,,,,,,,,,,,,,,,,,,,,,9291.0,0.0001049689861893,0.0114285714285713,0.2042105263157894,0.188235294117647
2024-11-04,588000,put,2024-11-04 09:45:00,,,,0.0,,normal_put_reversal_0945,0.2,,,,,,,,,,,,,10008034,588000P_REV_10008034,科创50沽11月1000,0.0662,,,,,,,,,,,,,,,,,,,,,0,-0.454,0.623,,,2024-11-04 14:55:00,0.0602,0.0602,-0.09063444108761332,eod,1.0@0.060200,,,put_reversal_0945,,,,,,,,,,,,,,,,,,,,,,,,,4187.0,2.2039987188234933e-05,0.0111675126903554,0.0104790419161677,0.0779220779220779
2024-11-26,588000,put,2024-11-26 09:45:00,,,,0.0,,normal_put_reversal_0945,0.2,,,,,,,,,,,,,10007236,588000P_REV_10007236,科创50沽12月1000,0.0399,,,,,,,,,,,,,,,,,,,,,0,-0.461,0.437,,,2024-11-26 14:55:00,0.0468,0.0468,0.17293233082706783,eod,1.0@0.046800,,,put_reversal_0945,,,,,,,,,,,,,,,,,,,,,,,,,3316.0,4.6606724871401e-05,0.0089552238805972,0.2044334975369459,0.0890868596881959
2024-11-28,588000,put,2024-11-28 09:45:00,,,,0.0,,normal_put_reversal_0945,0.2,,,,,,,,,,,,,10008126,588000P_REV_10008126,科创50沽12月1050,0.0526,,,,,,,,,,,,,,,,,,,,,0,-0.523,0.42,,,2024-11-28 14:55:00,0.055,0.055,0.04562737642585546,eod,1.0@0.055000,,,put_reversal_0945,,,,,,,,,,,,,,,,,,,,,,,,,3650.0,4.033551323023068e-05,0.0057859209257473,0.1335952848722985,0.0482142857142857
2025-01-16,588000,put,2025-01-16 09:45:00,,,,0.0,,normal_put_reversal_0945,0.2,,,,,,,,,,,,,10008640,588000P_REV_10008640,科创50沽2月1050,0.0526,,,,,,,,,,,,,,,,,,,,,0,-0.575,0.401,,,2025-01-16 14:55:00,0.07101,0.0753,0.39077946768060845,tp1_eod,0.5@0.071010;0.5@0.075300,2025-01-16 11:29:00,,put_reversal_0945,,,,,,,,,,,,,,,,,,,,,,,,,1493.0,7.884540416687557e-05,0.0086788813886211,0.4876190476190476,0.3126050420168067
2025-01-23,588000,put,2025-01-23 09:45:00,,,,0.0,,normal_put_reversal_0945,0.2,,,,,,,,,,,,,10008640,588000P_REV_10008640,科创50沽2月1050,0.0474,,,,,,,,,,,,,,,,,,,,,0,-0.572,0.353,,,2025-01-23 14:55:00,0.0586,0.0586,0.23628691983122363,eod,1.0@0.058600,,,put_reversal_0945,,,,,,,,,,,,,,,,,,,,,,,,,9898.0,7.113945974420222e-05,0.005763688760807,0.2786177105831533,0.2081632653061225
2025-02-21,588000,call,2025-02-21 10:30:00,1.122,9468179.0,0.3725,0.0922276956759715,1.8867115685434457,strong_daily_volume_reduced_upper_shadow_position_scaled,0.175,none,call,2025-02-20,1.091,1.084,1.0842,1.0559,0.0035999999999998,0.0024000000000001,0.0029500000000002,0.0259395050412465,0.7342416727135658,10008131,588000C2503M01150,科创50购3月1150,0.0266,,,,,,,,,,,,,,,,,,9695.0,18983.0,0.3089349910629899,33,0.555,0.331,,,2025-02-21 13:49:00,0.0399,0.04368,0.5947368421052632,trail_20%,0.333333@0.039900;0.666667@0.043680,2025-02-21 11:29:00,0.0546,strong_15m_fallback,2025-02-21 10:30:00,1.9771207980876844,1.15,True,1.8,False,put,3.0,False,1.2,0.8000000000000059,"daily_volume_70pct,upper_shadow,position_2.5x",0.5,0.5,0.0266,signal_bar_close,False,0.8650582737903945,1.0,0.633333333333333,0.9586247022853056,0.65,1.0,0.04368,,,,,
2025-02-27,588000,put,2025-02-27 09:45:00,,,,0.0,,normal_put_reversal_0945,0.2,,,,,,,,,,,,,10008225,588000P_REV_10008225,科创50沽3月1200,0.0579,,,,,,,,,,,,,,,,,,,,,0,-0.511,0.441,,,2025-02-27 14:55:00,0.0631,0.0631,0.08981001727115712,eod,1.0@0.063100,,,put_reversal_0945,,,,,,,,,,,,,,,,,,,,,,,,,9015.0,5.744601589513099e-05,0.0092827004219409,0.2874149659863947,0.1646153846153846
2025-03-18,588000,put,2025-03-18 09:45:00,,,,0.0,,normal_put_reversal_0945,0.2,,,,,,,,,,,,,10008997,588000P_REV_10008997,科创50沽4月1150,0.0438,,,,,,,,,,,,,,,,,,,,,0,-0.481,0.334,,,2025-03-18 14:55:00,0.0487,0.0487,0.11187214611872154,eod,1.0@0.048700,,,put_reversal_0945,,,,,,,,,,,,,,,,,,,,,,,,,3390.0,7.608935991888686e-05,0.0122270742358079,0.1412300683371297,0.0399999999999998
2025-03-24,588000,put,2025-03-24 09:45:00,,,,0.0,,normal_put_reversal_0945,0.2,,,,,,,,,,,,,10008996,588000P_REV_10008996,科创50沽4月1100,0.0366,,,,,,,,,,,,,,,,,,,,,0,-0.468,0.283,,,2025-03-24 14:55:00,0.0346,0.0346,-0.05464480874316946,eod,1.0@0.034600,,,put_reversal_0945,,,,,,,,,,,,,,,,,,,,,,,,,4635.0,4.048659863711504e-05,0.0054894784995425,0.239010989010989,0.1360201511335013
2025-03-26,588000,put,2025-03-26 09:45:00,,,,0.0,,normal_put_reversal_0945,0.2,,,,,,,,,,,,,10008996,588000P_REV_10008996,科创50沽4月1100,0.0357,,,,,,,,,,,,,,,,,,,,,0,-0.567,0.267,,,2025-03-26 14:55:00,0.0414,0.0414,0.15966386554621836,eod,1.0@0.041400,,,put_reversal_0945,,,,,,,,,,,,,,,,,,,,,,,,,8241.0,3.6992838121002167e-05,0.0073868882733147,0.1828254847645429,0.0728643216080402
2025-04-07,588000,put,2025-04-07 09:46:00,1.003,16133135.0,0.7629999999999999,0.3059660645867542,12.708879835013605,strong_position_scaled_high_iv_crash_put,0.25,put,put,2025-04-03,1.068,1.0745999999999998,1.0825,1.11355,-0.0048000000000003,-0.0050999999999998,-0.0056499999999999,0.0364700374531837,0.8568123713393371,10008994,588000P2504M01000,科创50沽4月1000,0.0349,,,,,,,,,,,,,,,,,,23644.0,25311.0,0.502460024600246,16,-0.534,0.818,,,2025-04-07 09:55:00,0.05235,0.04875,0.4312320916905443,trail_35%,0.333333@0.052350;0.666667@0.048750,2025-04-07 09:50:00,0.075,strong_15m_fallback,2025-04-07 09:45:00,3.500446523966678,1.15,True,1.8,False,put,3.0,True,1.2,0.0,"position_2.5x,high_iv_crash_put_cap",0.7368421052631536,0.1052631578947362,0.0349,next_minute_open,True,0.7241583100269043,0.9117795389048992,0.7733333333333331,0.3305658056580566,1.0,0.0,0.04875,,,,,
2025-04-07,588000,put,2025-04-07 13:15:00,0.986,4556307.0,0.7629999999999999,0.3059660645867542,2.188401255815611,strong_position_scaled_high_iv_crash_put,0.25,put,put,2025-04-03,1.068,1.0745999999999998,1.0825,1.11355,-0.0048000000000003,-0.0050999999999998,-0.0056499999999999,0.0364700374531837,0.8568123713393371,10008994,588000P2504M01000,科创50沽4月1000,0.0545,,,,,,,,,,,,,,,,,,8903.0,133098.0,0.6594686956986202,16,-0.534,0.818,,,2025-04-07 14:24:00,0.08175,0.14392,1.260489296636086,trail_20%,0.333333@0.081750;0.666667@0.143920,2025-04-07 14:02:00,0.1799,strong_15m_fallback,2025-04-07 13:15:00,2.4884952413069095,1.15,True,1.8,False,put,3.0,True,1.2,0.2666666666666666,"position_2.5x,high_iv_crash_put_cap",0.7368421052631536,0.1052631578947362,0.0545,signal_bar_close,True,0.8233586762078787,1.0,0.7733333333333331,0.6501267143727274,1.0,0.0,0.14392,,,,,
2025-04-08,588000,put,2025-04-08 09:45:00,,,,0.0,,normal_put_reversal_0945,0.2,,,,,,,,,,,,,10008994,588000P_REV_10008994,科创50沽4月1000,0.0521,,,,,,,,,,,,,,,,,,,,,0,-0.526,0.53,,,2025-04-08 11:18:00,0.042721999999999996,0.042721999999999996,-0.18000000000000005,soft_stop,1.0@0.042722,,,put_reversal_0945,,,,,,,,,,,,,,,,,,,,,,,,,19965.0,4.743777594769895e-05,0.0051124744376278,0.128060263653484,0.0081743869209807
2025-06-03,588000,put,2025-06-03 09:45:00,,,,0.0,,normal_put_reversal_0945,0.2,,,,,,,,,,,,,10008328,588000P_REV_10008328,科创50沽6月1050,0.032,,,,,,,,,,,,,,,,,,,,,0,-0.573,0.258,,,2025-06-03 14:55:00,0.0339,0.0339,0.059374999999999956,eod,1.0@0.033900,,,put_reversal_0945,,,,,,,,,,,,,,,,,,,,,,,,,9355.0,6.201991069976144e-05,0.0077821011673151,0.0642201834862383,0.0075566750629723
2025-07-11,588000,put,2025-07-11 09:45:00,,,,0.0,,normal_put_reversal_0945,0.2,,,,,,,,,,,,,10008860,588000P_REV_10008860,科创50沽9月1050,0.0567,,,,,,,,,,,,,,,,,,,,,0,-0.464,0.292,,,2025-07-11 14:55:00,0.0541,0.0541,-0.04585537918871252,eod,1.0@0.054100,,,put_reversal_0945,,,,,,,,,,,,,,,,,,,,,,,,,1357.0,0.0001967747501888,0.0058083252662148,0.0035026269702276,0.0238095238095237
2025-07-25,588000,call,2025-07-25 14:15:00,1.098,6693249.0,0.263,0.0299039780521261,4.244155071712963,strong_cluster_position_scaled,0.25,call,call,2025-07-24,1.086,1.0699999999999998,1.0597,1.0495,0.0057999999999998,0.0053,0.0022499999999998,0.0188766114180478,1.1941617565661031,10009568,588000C2508M01100,科创50购8月1100,0.0336,,,,,,,,,,,,,,,,,,18010.0,80120.0,0.1489059612366221,33,0.572,0.252,,,2025-07-25 14:55:00,0.0398,0.0398,0.1845238095238097,eod,1.0@0.039800,,0.0428,strong_15m_fallback,2025-07-25 14:15:00,1.2474611942080218,1.15,True,1.8,False,put,3.0,False,1.2,1.0,"ma_cluster,position_2.5x",0.0666666666666597,0.0,0.0336,signal_bar_close,False,0.8253388812178324,1.0,0.5200000000000002,0.9016944060891616,0.65,1.0,,,,,,
2025-07-29,588000,call,2025-07-29 10:15:00,1.118,6400607.0,0.2714999999999999,0.0345679012345678,3.0897617131412867,strong_position_scaled,0.5,call,call,2025-07-28,1.11,1.0896,1.0723,1.0556,0.0098,0.0064000000000001,0.0027000000000001,0.0306306306306304,1.2142385761679102,10009568,588000C2508M01100,科创50购8月1100,0.044,,,,,,,,,,,,,,,,,,22955.0,42989.0,0.1311860958861517,29,0.648,0.256,,,2025-07-29 14:55:00,0.0479,0.0479,0.0886363636363636,eod,1.0@0.047900,,0.0485,strong_15m_fallback,2025-07-29 10:15:00,1.1956995967634128,1.15,True,1.8,False,put,3.0,False,1.2,0.8461538461538475,position_2.5x,0.2727272727272801,0.63636363636364,0.044,signal_bar_close,False,0.7183333333333333,1.0,0.0133333333333331,1.0,0.65,1.0,,,,,,
2025-08-14,588000,put,2025-08-14 09:45:00,,,,0.0,,normal_put_reversal_0945,0.2,,,,,,,,,,,,,10008862,588000P_REV_10008862,科创50沽9月1150,0.0451,,,,,,,,,,,,,,,,,,,,,0,-0.495,0.298,,,2025-08-14 10:01:00,0.036982,0.036982,-0.18000000000000005,soft_stop,1.0@0.036982,,,put_reversal_0945,,,,,,,,,,,,,,,,,,,,,,,,,4922.0,0.0001993439518453,0.0088183421516754,0.0647948164146867,0.0019267822736031
2025-08-19,588000,put,2025-08-19 09:45:00,,,,0.0,,normal_put_reversal_0945,0.2,,,,,,,,,,,,,10008863,588000P_REV_10008863,科创50沽9月1200,0.0591,,,,,,,,,,,,,,,,,,,,,0,-0.558,0.355,,,2025-08-19 14:55:00,0.0673,0.0673,0.1387478849407784,eod,1.0@0.067300,,,put_reversal_0945,,,,,,,,,,,,,,,,,,,,,,,,,2214.0,6.715239911833691e-05,0.0067739204064352,0.1325503355704698,0.1421319796954314
2025-08-20,588000,call,2025-08-20 09:41:00,1.169,811212.0,0.364,0.0853223593964334,1.6388174183997362,normal,0.325,call,call,2025-08-19,1.17,1.1572,1.1334,1.11775,0.0091999999999998,0.0060999999999999,0.0050499999999999,0.0337179487179487,0.9524063954016267,10008855,588000C2509M01250,科创50购9月1250,0.0261,0.0261,0.325,,,0.0,True,1.167,1.162,0.004302925989673,0.0,normal,False,0.0103626943005181,2025-08-20 09:38:00,811212.0,1.6388174183997362,3.0,2022.0,2022.0,0.0241935483870965,35,0.413,0.366,False,1.0,2025-08-20 14:55:00,0.035235,0.0383,0.4087164750957854,tp1_eod,0.5@0.035235;0.5@0.038300,2025-08-20 14:17:00,,opening_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-22,588000,call,2025-08-22 09:40:00,1.241,1283604.0,0.4639999999999999,0.1401920438957475,1.7158480989916685,normal,0.5,call,call,2025-08-21,1.208,1.1854,1.1525,1.13055,0.0132000000000001,0.0096,0.0060999999999999,0.0454056291390729,1.1285258827209177,10008929,588000C2509M01400,科创50购9月1400,0.01524,0.0151,0.325,2025-08-22 09:45:00,0.0155,0.175,True,1.23,1.218,0.0098522167487684,0.0,normal,False,0.0324786324786325,2025-08-22 09:37:00,1283604.0,1.7158480989916685,3.0,7959.0,7959.0,0.1147132169576059,33,0.383,0.484,False,1.0,2025-08-22 14:55:00,0.020574,0.0441,1.1218503937007875,tp1_eod,0.5@0.020574;0.5@0.044100,2025-08-22 10:31:00,,opening_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-27,588000,put,2025-08-27 09:45:00,,,,0.0,,normal_put_reversal_0945,0.2,,,,,,,,,,,,,10008912,588000P_REV_10008912,科创50沽9月1350,0.0693,,,,,,,,,,,,,,,,,,,,,0,-0.491,0.528,,,2025-08-27 11:22:00,0.056825999999999995,0.056825999999999995,-0.18000000000000005,soft_stop,1.0@0.056826,,,put_reversal_0945,,,,,,,,,,,,,,,,,,,,,,,,,11533.0,0.0001091483518751,0.011111111111111,0.2389380530973452,0.0357583230579532
2025-09-09,588000,put,2025-09-09 09:45:00,,,,0.0,,normal_put_reversal_0945,0.2,,,,,,,,,,,,,10008894,588000P_REV_10008894,科创50沽9月1300,0.0322,,,,,,,,,,,,,,,,,,,,,0,-0.451,0.393,,,2025-09-09 14:55:00,0.0372,0.0372,0.15527950310559002,eod,1.0@0.037200,,,put_reversal_0945,,,,,,,,,,,,,,,,,,,,,,,,,13885.0,1.2473965365435855e-05,0.0068441064638784,0.3040752351097178,0.0749354005167959
2025-09-12,588000,put,2025-09-12 09:45:00,,,,0.0,,normal_put_reversal_0945,0.2,,,,,,,,,,,,,10008930,588000P_REV_10008930,科创50沽9月1400,0.0409,,,,,,,,,,,,,,,,,,,,,0,-0.458,0.435,,,2025-09-12 13:50:00,0.033538,0.033538,-0.18000000000000005,soft_stop,1.0@0.033538,,,put_reversal_0945,,,,,,,,,,,,,,,,,,,,,,,,,28966.0,5.487873805829917e-05,0.0193826274228283,0.2575757575757573,0.0185185185185186
2025-09-18,588000,put,2025-09-18 09:45:00,,,,0.0,,normal_put_reversal_0945,0.2,,,,,,,,,,,,,10009958,588000P_REV_10009958,科创50沽10月1450,0.0777,,,,,,,,,,,,,,,,,,,,,0,-0.46,0.549,,,2025-09-18 14:55:00,0.10489500000000002,0.0938,0.2786036036036036,tp1_eod,0.5@0.104895;0.5@0.093800,2025-09-18 14:37:00,,put_reversal_0945,,,,,,,,,,,,,,,,,,,,,,,,,5725.0,0.000188320140792,0.0082417582417582,0.4389312977099238,0.2428571428571428
