strategy_version,underlying,initial_capital,final_capital,net_pnl,total_return,trades,skipped_trades,win_rate_net,avg_net_pnl,median_net_pnl,best_net_pnl,worst_net_pnl,total_fees,max_drawdown,opening_trades,strong_15m_pool_trades,blocked_by_opening_trade,fallback_trades,fallback_progress_min,normal_tp2_factor,warmup_trading_days,put_range_threshold,late_trend_acceleration,late_strong_volume_mult,high_iv_crash_put,high_iv_put_range,high_iv_put_position_cap,cluster_acceleration_exemption,cluster_exemption_direction,cluster_exemption_volume_mult,cluster_exemption_position_cap,data_mode
v1.1,588000,100000.0,721809.9299999998,621809.9299999998,6.218099299999998,22,0,0.8636363636363636,28264.087727272712,25921.199999999983,117647.94999999995,-26006.040000000008,23608.0,0.0805557725849187,9,16,3,13,1.15,1.8,20,0.006,True,1.8,True,0.7-0.9,0.25,True,put,3.0,0.25,local_cache_only
